id,chain_code,code,type,address,city,zipcode,lat,lon,phone
99,konzum,0200,hipermarket,Industrijska Ulica 1A,Zaprešić,10290,45.8627879,15.7868565,+385800400000
93,konzum,0130,supermarket,Ljudevita Gaja 29,Krapina,49000,46.162319,15.873299,+385800400000
110,konzum,0915,supermarket,Trg Ante Starčevića 10,Osijek,31000,45.562225,18.677869,+385800400000
117,konzum,0228,supermarket,Dugoselska 33A,Sesvetski Kraljevec,10361,45.81739,16.174817,+385800400000
132,konzum,0888,supermarket,Vrgorački Put 1,Makarska,21300,43.28529,17.03185,+385800400000
100,konzum,1820,supermarket,Augusta Šenoe 3,Donji Miholjac,31540,45.7587,18.16377,+385800400000
153,konzum,0626,supermarket,M. Vlašića 20,Poreč,52440,45.2303231,13.6051864,+385800400000
105,konzum,0001,supermarket,Britanski Trg 12,Zagreb,10000,45.8127,15.96519,+385800400000
95,konzum,1240,supermarket,Samoborska Cesta 102,Zagreb,10090,45.8126522,15.8831445,+385800400000
109,konzum,0501,supermarket,Braće Brozičević 3,Crikvenica,51260,45.173912,14.692456,+385800400000
112,konzum,1722,supermarket,Dubrovačka Cesta 20A,Korčula,20260,42.9512512,17.1461854,+385800400000
169,konzum,3202,supermarket,Zagrebačka Avenija 94,Zagreb,10000,45.7963985,15.9099518,+385800400000
159,konzum,3272,supermarket,Braće Božić 4C,Rovinj,52210,45.0806484,13.6551254,+385800400000
114,konzum,0214,supermarket,Avenija Dubrovnik 16,Zagreb,10000,45.7763841,15.9789668,+385800400000
111,konzum,0603,supermarket,Ilica 298A,Zagreb,10000,45.814193,15.928512,+385800400000
139,konzum,0604,supermarket,Trešnjevački Trg 1,Zagreb,10000,45.80043,15.954353,+385800400000
136,konzum,1510,supermarket,Kralja Tomislava 109 D,Crikvenica,51260,45.1871718,14.681666,+385800400000
108,konzum,0323,supermarket,Trg Lovre Matačića 4,Sesvete,10360,45.831844,16.107965,+385800400000
122,konzum,3292,supermarket,Splitska 1,Metković,20350,43.0543101,17.6453209,+385800400000
126,konzum,0208,hipermarket,Marina Getaldića 1,Velika Gorica,10410,45.7116209,16.0589872,+385800400000
570,studenac,1062,supermarket,Josipa Nemeca 19,Petrinja,,45.438248,16.271592,
51,konzum,3280,hipermarket,Ulica Bleiburških Žrtava 17,Zadar,23000,44.1160097,15.2541903,+385800400000
74,konzum,3298,hipermarket,Ulica 3.Gardijske Brigade Kune 2,Osijek,31000,45.5448053,18.6792992,+385800400000
178,konzum,0342,supermarket,Ulica Giovannija Dapiran 5A,Rovinj,52210,45.08214,13.65059,+385800400000
1,konzum,0013,supermarket,Virski Put 136,Vir,23234,44.294364,15.11673,+385800400000
574,studenac,1611,supermarket,Jelsa 354,Jelsa,,43.1619712,16.689178,
182,konzum,1621,supermarket,Ante Starčevića 3,Zadar,23000,44.106,15.24184,+385800400000
563,studenac,T544,supermarket,Trg Fontana 8/2,Buzet,,45.408059985101,13.965779968521,
87,konzum,0445,supermarket,Oborovska 22,Dugo Selo,10370,45.803043,16.239137,+385800400000
181,konzum,3255,supermarket,Bartolovečka Ulica 74,Trnovec Bartolovečki,42202,46.292357,16.4053113,+385800400000
175,konzum,3224,supermarket,Trg Braće Radić 2,Ozalj,47280,45.6122556,15.476535,+385800400000
567,studenac,T856,supermarket,Trg Dr. Franje Tuđmana 1,Slunj,,45.11457798,15.58578559,
561,studenac,T127,supermarket,Plinjanska 67,Ploče,,43.054405,17.45239,
573,studenac,1351,supermarket,Obrtnička Ulica 2,Pregrada,,46.1648023,15.75138351,
568,studenac,1010,supermarket,Kolodvorska Ulica 19,Kutina,,45.48066199,16.777183,
562,studenac,T335,supermarket,Domovinskog rata 12A,Cista Provo,,43.502827,16.949198,
564,studenac,T779,supermarket,Put Batude 1A,Komiža,,43.046257,16.091706,
569,studenac,1042,supermarket,Trg Grofova Erdodyja 9,Popovača,,45.57083631557526,16.6279674381454,
581,lidl,257,supermarket,Put Murvice 18,Zadar,23000,44.11029,15.24458,
565,studenac,T783,supermarket,Put Kućom 1A,Grohote,,43.391121,16.285588,
172,konzum,3206,supermarket,Selska Cesta 144,Zagreb,10000,45.790903,15.94464,+385800400000
180,konzum,0590,supermarket,Svačićeva 2-4,Split,21000,43.51128,16.437,+385800400000
4718,eurospin,310008,diskontna_prodavaonica,Obrtnicka ulica 2,Cakovec,40000,46.3897328060728,16.4142719,
174,konzum,0734,supermarket,Otok Oštarijski 51D,Ogulin,47300,45.2387753,15.2522902,+385800400000
177,konzum,0284,supermarket,Podštore 1,Delnice,51300,45.393131,14.805815,+385800400000
4699,eurospin,310009,diskontna_prodavaonica,Celine 2,Vrbovec,10340,45.8867316647728,16.4112611576727,
4700,eurospin,310010,diskontna_prodavaonica,Ulica Mate Vlašica 51A,Porec,52440,45.2316858919283,13.6194421344003,
582,lidl,259,supermarket,Sv. Leopolda Mandića 17,Dugopolje,21204,43.58798,16.57114,
183,konzum,1531,supermarket,Industrijska 15,Pula,52100,44.8874424,13.8528214,+385800400000
26,konzum,1818,supermarket,J.J.Strossmayera 16,Vukovar,32000,45.3530929,19.0017508,+385800400000
806,plodine,170,supermarket,Zagrebacka 1A,Vukovar,32000,45.338,19.024,
807,plodine,027,supermarket,Zagrebacka 2,Cakovec,40000,46.38355,16.42967,
808,plodine,038,supermarket,Zagrebacka 3,Kutina,44320,45.48375,16.76197,
809,plodine,069,supermarket,Zagrebacka Ulica 2B,Petrinja,44250,45.44012,16.2686,
171,konzum,0067,supermarket,Ivana Meštrovića 21,Drniš,22320,43.86176,16.16538,+385800400000
146,konzum,3281,supermarket,Dr. Franje Tuđmana 82,Biograd Na Moru,23210,43.9414005,15.4532645,+385800400000
810,plodine,130,supermarket,Zagrebacka Ulica 60,Vrbovec,10340,45.8852,16.40581,
176,konzum,0450,supermarket,M. Tita 80,Opatija,51410,45.338829,14.309156,+385800400000
571,studenac,1078,supermarket,Ulica Marijana Cvetkovića 12,Sisak,,45.45795691,16.38868435,
559,studenac,T053,supermarket,Put Gaja 17,Imotski,,43.447101,17.221388,
560,studenac,T100,supermarket,Četvrt Ribnjak 17,Omiš,,43.442486,16.682498,
572,studenac,1350,supermarket,Ul. Ivana K. Sakcinskog 12,Sveti Križ Začretje,,46.077258,15.906326,
173,konzum,0233,supermarket,Dr. Franje Tuđmana 108,Jastrebarsko,10450,45.665622,15.643269,+385800400000
566,studenac,T840,supermarket,Vukovarska 26,Dubrovnik,,42.652066,18.092056,
92,konzum,1750,supermarket,Industrijska Zona Žedno Drage 8,Supetar,21400,43.38545,16.55576,+385800400000
186,konzum,3200,hipermarket,Radnička Cesta 49,Zagreb,10000,45.8032302,16.0065422,+385800400000
2,konzum,1300,hipermarket,Trg Hrvatskih Redarstvenika 1,Karlovac,47000,45.4910621,15.5404463,+385800400000
185,konzum,1260,hipermarket,Rudeška Cesta 169A,Zagreb,10000,45.7909078,15.9137183,+385800400000
4267,plodine,139,supermarket,Zagrebacka Ulica 62,Sveti Ivan Zelina,10380,45.952426646963694,16.238048118334483,
811,plodine,167,supermarket,Zametska 96A,Rijeka,51000,45.3439,14.3903,
812,plodine,094,supermarket,Zelenice 46,Labin,52220,45.0946,14.12185,
20,konzum,0328,supermarket,Ulica Luje Adamovića 3A,Rovinj,52210,45.0777118,13.6427461,+385800400000
688,plodine,054,hipermarket,Put Pazdigrada 5,Split,21000,43.50893,16.49298,
694,plodine,152,supermarket,Alojzija Stepinca 201,Vinkovci,32100,45.28746249531147,18.75428977923105,
695,plodine,124,supermarket,Ante Starcevica 47,Korcula,20260,42.95764,17.13324,
696,plodine,128,supermarket,Antuna Mihanovica 82,Prelog,40323,46.34219,16.60045,
702,plodine,005,supermarket,Biogradska 68,Zadar,23000,44.10171,15.25668,
703,plodine,028,supermarket,Bizovacka 10,Valpovo,31550,45.65027,18.41978,
704,plodine,090,supermarket,Brajde 7,Tar-Vabriga,52465,45.29619,13.61843,
707,plodine,112,supermarket,Cesta Dalmatinskih Brigada 9A,Matulji,51211,45.36302,14.31619,
708,plodine,097,supermarket,Cikovici 9B,Kastav,51215,45.36541,14.34993,
709,plodine,156,supermarket,Ciponjac 1,Novalja,53291,44.54674967170437,14.896218787390419,
4156,plodine,154,supermarket,Duga Ulica 59A,Varazdinske Toplice,42223,46.208976681396,16.43077178650441,
4157,plodine,166,supermarket,Golubovecka 36B,Donja Stubica,49240,45.979,15.983,
713,plodine,017,supermarket,Gospodarska 33,Varazdin,42000,46.292,16.35348,
714,plodine,062,supermarket,Gospodarska 12,Ludberg,42230,46.2431,16.63089,
4160,plodine,033,supermarket,Grgura Ninskog 19,Nova Gradiska,35400,45.25613,17.39241,
689,plodine,008,hipermarket,Stefanovecki Zavoj 10,Zagreb,10000,45.81921,16.04291,
617,lidl,150,supermarket,Trg Križnog Puta 5,Daruvar,43500,45.58866,17.21874,
619,lidl,153,supermarket,Stjepana Radića 68,Virovitica,33000,45.82824,17.393,
699,plodine,120,supermarket,Bana Josipa Jelacica 1B,Orebic,20250,42.98199810257302,17.195858014798763,
700,plodine,075,supermarket,Banija 88,Karlovac,47000,45.50559,15.55082,
701,plodine,050,supermarket,Bartola Kasica 7,Rijeka,51000,45.35563,14.36585,
705,plodine,034,supermarket,Budacka Ulica 25,Gospic,53000,44.56813,15.38777,
706,plodine,076,supermarket,Carlotte Grisi 1,Novigrad,52466,45.31969,13.56868,
710,plodine,102,supermarket,Creska 2A,Porec,52440,45.23756,13.60415,
711,plodine,117,supermarket,Crna Rika 3,Ploce,20340,43.052748436179684,17.438356797994462,
712,plodine,178,supermarket,Digitronska 27A,Buje,52460,45.415,13.66,
715,plodine,039,supermarket,Hrvoja Vukcica Hrvatinica 5,Vinkovci,32100,45.28299,18.80303,
716,plodine,053,supermarket,Huttlerova 30,Osijek,31000,45.55327,18.71419,
718,plodine,016,supermarket,Ivana Česmičkog 5a,Koprivnica,48000,46.18329,16.83838,
719,plodine,011,supermarket,Ivana Meštrovića 70,Šibenik,22000,43.75343,15.88204,
717,plodine,093,supermarket,Istarska 1P,Funtana,52452,45.17711,13.60759,
4166,plodine,095,supermarket,Jadranska cesta 78,Sv. Filip i Jakov,23207,43.96556,15.42154,
721,plodine,122,supermarket,Jadranska Ulica 44A,Posedarje,23242,44.21281,15.46941,
722,plodine,161,supermarket,Janka Leskovara 12 2,Pregrada,49218,46.15936,15.75592,
723,plodine,116,supermarket,Jelsa 1018A,Jelsa,21465,43.16456,16.68029,
724,plodine,030,supermarket,J J Strossmayera 343,Osijek,31000,45.56447,18.63454,
4172,plodine,067,supermarket,Josipa Zorica 117,Dugo Selo,10370,45.80522,16.24815,
725,plodine,012,supermarket,Jurja Žakna 12,Pula,52100,44.87917,13.86465,
726,plodine,084,supermarket,Kardinala Alojzija Stepinca 112,Trogir,21220,43.51865,16.24388,
727,plodine,174,supermarket,Karlovacka Cesta 125A,Ozalj,47280,45.598,15.4866,
728,plodine,113,supermarket,Karlov Vrt 2A,Zminj,52341,45.14506,13.9016,
729,plodine,056,supermarket,Kastavska Cesta 19,Matulji,51211,45.36631,14.33126,
4178,plodine,143,supermarket,Klokovec 260A,Krapinske Toplice,49217,46.0933,15.8379,
730,plodine,009,supermarket,Kotorska 9,Crikvenica,51260,45.173857,14.694748,
731,plodine,032,supermarket,Kralja Petra Kresimira Iv 4B,Nasice,31500,45.49887,18.09656,
732,plodine,149,supermarket,Kralja Tomislava 65,Novska,44330,45.335788034376364,16.975863782890183,
733,plodine,142,supermarket,Krizine 10,Tribunj,22212,43.75968518672553,15.75276002072453,
734,plodine,137,supermarket,Labinska 51A,Rijeka,51000,45.34054,14.38225,
735,plodine,129,supermarket,Ljubljanska Avenija 2B,Zagreb,10000,45.79855,15.88916,
736,plodine,051,supermarket,Mate Vlasica 38,Porec,52440,45.23029,13.61685,
737,plodine,042,supermarket,Milana Novacica 15,Cazma,43240,45.75004,16.61589,
738,plodine,083,supermarket,Mundanije 12B,Rab,51280,44.76291,14.76743,
739,plodine,071,supermarket,Munida 3B,Medulin,52203,44.82682,13.9311,
740,plodine,086,supermarket,Mutilska Ulica 60B,Pula,52100,44.86344,13.85722,
741,plodine,031,supermarket,Naselje Korenika 1 1,Buzet,52420,45.409924,13.974559,
7129,ntl,31038,supermarket,Frankopanska 70,Ludbreg,,,,
7131,ntl,10101,supermarket,Frana Galovica 11A,Krapina,,,,
616,lidl,148,supermarket,Ulica Kralja Zvonimira 14,Slatina,33520,45.69955,17.70642,
684,plodine,064,hipermarket,Ante Starcevica 21,Zapresic,10290,45.85896,15.79901,
685,plodine,066,hipermarket,Radna zona R-29 344,Kukuljanovo,51227,45.33629,14.49687,
686,plodine,001,hipermarket,Marinici 182A,Viskovo,51216,45.37131,14.38999,
690,plodine,091,hipermarket,Stoja 14A,Pula,52100,44.8604,13.82496,
687,plodine,055,hipermarket,Haleuša 1,Zagreb,10000,45.80428,16.10255,
691,plodine,108,hipermarket,Ulica Martina Kontusa 5,Rijeka,51000,45.32448,14.46986,
692,plodine,015,hipermarket,Zagrebacka 2,Zadar,23000,44.11451,15.2564,
693,plodine,061,hipermarket,Zvonimirova 3,Rijeka,51000,45.33791,14.40778,
7132,ntl,10103,supermarket,Ljudevita Gaja 1,Duga Resa,,,,
698,plodine,163,supermarket,Bana Josipa Jelacica 158A,Pleternica,34310,45.428,17.818,
794,plodine,082,supermarket,Ul Brace Andrijica 1,Pag,23250,44.44208,15.0618,
813,tommy,10152,supermarket,Ante Starčevića 114,Makarska,21300,43.304064,17.010773,
814,tommy,10180,supermarket,Ante Starčevića 6,Korčula,20260,42.956927,17.13256,
815,tommy,10291,supermarket,Ante Starčevića 78,Rogoznica,22203,43.540035,15.968579,
816,tommy,10311,supermarket,Ante Šupuka 10,Šibenik,22000,43.731362,15.897358,
817,tommy,10132,supermarket,Antona Mataije 9,Novi Vinodolski,51250,45.131719,14.783497,
818,tommy,10344,supermarket,Blajburška Ulica 135,Imotski,21260,43.44559,17.2107,
819,tommy,10260,supermarket,Brajde 9,Tar,52465,45.297914,13.620814,+385913192260
